date,year,season,trap_day,tot_days,trap_num,species_code,trap_status,genus,species
2019-03-25,2019,spring,3,4,B10,REFU,N,Reithrodontomys,fulvescens
2019-03-25,2019,spring,3,4,A9,REFU,N,Reithrodontomys,fulvescens
2019-03-25,2019,spring,3,4,A8,REFU,R,Reithrodontomys,fulvescens
2019-03-25,2019,spring,3,4,E2,REFU,N,Reithrodontomys,fulvescens
2019-03-25,2019,spring,3,4,D2,REFU,N,Reithrodontomys,fulvescens
2019-03-25,2019,spring,3,4,D9,REFU,R,Reithrodontomys,fulvescens
2019-03-25,2019,spring,3,4,D10,REFU,R,Reithrodontomys,fulvescens
2019-03-25,2019,spring,3,4,D3,REFU,R,Reithrodontomys,fulvescens
2019-03-25,2019,spring,3,4,A7,SI,N,Sigmodon,sp.
2019-03-25,2019,spring,3,4,A1,SI,N,Sigmodon,sp.
2019-03-25,2019,spring,3,4,D4,SI,N,Sigmodon,sp.
2019-03-25,2019,spring,3,4,E6,SI,N,Sigmodon,sp.
2019-03-25,2019,spring,3,4,,SI,N,Sigmodon,sp.
2019-03-25,2019,spring,3,4,I6,SIFU,N,Sigmodon,fulviventer
2019-03-26,2019,spring,4,4,A10,CHBA,R,Chaetodipus,baileyi
2019-03-26,2019,spring,4,4,B2,CHPE,R,Chaetodipus,penicillatus
2019-03-26,2019,spring,4,4,C9,DIME,R,Dipodomys,merriami
2019-03-26,2019,spring,4,4,D7,DIME,R,Dipodomys,merriami
2019-03-26,2019,spring,4,4,F9,DIME,N,Dipodomys,merriami
2019-03-26,2019,spring,4,4,A9,ONTO,N,Onychomys,torridus
2019-03-26,2019,spring,4,4,A5,ONTO,R,Onychomys,torridus
2019-03-26,2019,spring,4,4,I7,ONTO,R,Onychomys,torridus
2019-03-26,2019,spring,4,4,E9,PEER,R,Peromyscus,eremicus
2019-03-26,2019,spring,4,4,E7,PEER,N,Peromyscus,eremicus
2019-03-26,2019,spring,4,4,E8,PEER,R,Peromyscus,eremicus
2019-03-26,2019,spring,4,4,F6,PEER,R,Peromyscus,eremicus
2019-03-26,2019,spring,4,4,I10,PEFL,N,Peromyscus,flavus
2019-03-26,2019,spring,4,4,A8,REFU,R,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,B4,REFU,R,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,B5,REFU,R,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,B9,REFU,R,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,B10,REFU,R,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,C3,REFU,N,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,C2,REFU,R,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,D3,REFU,R,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,D8,REFU,R,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,E1,REFU,R,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,E10,REFU,R,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,F2,REFU,R,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,F4,REFU,N,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,I6,REFU,N,Reithrodontomys,fulvescens
2019-03-26,2019,spring,4,4,C1,REME,N,Reithrodontomys,megalotis
2019-03-26,2019,spring,4,4,E2,REME,N,Reithrodontomys,megalotis
2019-03-26,2019,spring,4,4,C10,SIOC,N,Sigmodon,ochrognathus
2019-03-26,2019,spring,4,4,D6,SIOC,N,Sigmodon,ochrognathus
2019-03-26,2019,spring,4,4,D10,SIOC,R,Sigmodon,ochrognathus
2019-03-26,2019,spring,4,4,D5,Bird,N,,
2019-06-08,2019,pre-monsoon,1,4,F8,BATA,N,Baiomys,taylori
2019-06-08,2019,pre-monsoon,1,4,F7,BATA,N,Baiomys,taylori
2019-06-08,2019,pre-monsoon,1,4,G2,BATA,N,Baiomys,taylori
2019-06-08,2019,pre-monsoon,1,4,D7,CHPE,N,Chaetodipus,penicillatus
2019-06-08,2019,pre-monsoon,1,4,G6,DIME,N,Dipodomys,merriami
2019-06-08,2019,pre-monsoon,1,4,B2,ONTO,N,Onychomys,torridus
2019-06-08,2019,pre-monsoon,1,4,C7,ONTO,N,Onychomys,torridus
2019-06-08,2019,pre-monsoon,1,4,F9,PEER,N,Peromyscus,eremicus
2019-06-08,2019,pre-monsoon,1,4,E6,PEER,R,Peromyscus,eremicus
2019-06-08,2019,pre-monsoon,1,4,D4,PEER,R,Peromyscus,eremicus
2019-06-08,2019,pre-monsoon,1,4,I6,PEER,N,Peromyscus,eremicus
2019-06-08,2019,pre-monsoon,1,4,H2,PEER,R,Peromyscus,eremicus
2019-06-08,2019,pre-monsoon,1,4,G1,PEER,N,Peromyscus,eremicus
2019-06-08,2019,pre-monsoon,1,4,H4,PEER,N,Peromyscus,eremicus
2019-06-08,2019,pre-monsoon,1,4,E9,PEER,R,Peromyscus,eremicus
2019-06-08,2019,pre-monsoon,1,4,F4,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,F2,REFU,R,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,E10,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,F10,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,D5,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,E7,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,D3,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,G7,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,F3,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,E5,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,F6,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,B4,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,I3,REFU,R,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,B7,REFU,R,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,A4,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,A7,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,B10,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,D6,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,F1,REFU,N,Reithrodontomys,fulvescens
2019-06-08,2019,pre-monsoon,1,4,A8,SI,N,Sigmodon,sp.
2019-06-09,2019,pre-monsoon,2,4,I1,BATA,N,Baiomys,taylori
2019-06-09,2019,pre-monsoon,2,4,A6,BATA,N,Baiomys,taylori
2019-06-09,2019,pre-monsoon,2,4,F5,BATA,N,Baiomys,taylori
2019-06-09,2019,pre-monsoon,2,4,E7,BATA,R,Baiomys,taylori
2019-06-09,2019,pre-monsoon,2,4,F7,BATA,R,Baiomys,taylori
2019-06-09,2019,pre-monsoon,2,4,E8,BATA,N,Baiomys,taylori
2019-06-09,2019,pre-monsoon,2,4,D8,CHBA,N,Chaetodipus,baileyi
2019-06-09,2019,pre-monsoon,2,4,G3,CHPE,R,Chaetodipus,penicillatus
2019-06-09,2019,pre-monsoon,2,4,D7,CHPE,R,Chaetodipus,penicillatus
2019-06-09,2019,pre-monsoon,2,4,G6,DIME,N,Dipodomys,merriami
2019-06-09,2019,pre-monsoon,2,4,F10,DIME,N,Dipodomys,merriami
2019-06-09,2019,pre-monsoon,2,4,C8,ONTO,N,Onychomys,torridus
2019-06-09,2019,pre-monsoon,2,4,C10,ONTO,N,Onychomys,torridus
2019-06-09,2019,pre-monsoon,2,4,B2,ONTO,R,Onychomys,torridus
2019-06-09,2019,pre-monsoon,2,4,D9,PEBO,R,Peromyscus,boylii
2019-06-09,2019,pre-monsoon,2,4,H2,PEER,R,Peromyscus,eremicus
2019-06-09,2019,pre-monsoon,2,4,I6,PEER,N,Peromyscus,eremicus
2019-06-09,2019,pre-monsoon,2,4,E6,PEER,N,Peromyscus,eremicus
2019-06-09,2019,pre-monsoon,2,4,D5,PEER,R,Peromyscus,eremicus
2019-06-09,2019,pre-monsoon,2,4,I7,PEER,N,Peromyscus,eremicus
2019-06-09,2019,pre-monsoon,2,4,H9,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,H6,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,G7,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,I2,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,I3,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,I10,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,C5,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,C1,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,C2,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,C3,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,B8,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,B3,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,B5,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,B4,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,B7,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,A10,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,A8,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,A2,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,A5,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,F8,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,D10,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,F6,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,F1,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,F2,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,D1,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,E1,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,D2,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,E3,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,D3,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,E10,REFU,R,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,E9,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,D6,REFU,N,Reithrodontomys,fulvescens
2019-06-09,2019,pre-monsoon,2,4,A7,SIOC,N,Sigmodon,ochrognathus
2019-06-09,2019,pre-monsoon,2,4,E2,SIOC,N,Sigmodon,ochrognathus
2019-06-09,2019,pre-monsoon,2,4,F3,SIOC,N,Sigmodon,ochrognathus
2019-06-09,2019,pre-monsoon,2,4,D4,SIOC,R,Sigmodon,ochrognathus
2019-06-10,2019,pre-monsoon,3,4,I1,BATA,R,Baiomys,taylori
2019-06-10,2019,pre-monsoon,3,4,F7,BATA,R,Baiomys,taylori
2019-06-10,2019,pre-monsoon,3,4,F1,BATA,N,Baiomys,taylori
2019-06-10,2019,pre-monsoon,3,4,C5,BATA,N,Baiomys,taylori
2019-06-10,2019,pre-monsoon,3,4,G3,CH,R,Chaetodipus,sp.
2019-06-10,2019,pre-monsoon,3,4,D9,CH,R,Chaetodipus,sp.
2019-06-10,2019,pre-monsoon,3,4,D7,CH,R,Chaetodipus,sp.
2019-06-10,2019,pre-monsoon,3,4,G7,DIME,R,Dipodomys,merriami
2019-06-10,2019,pre-monsoon,3,4,F10,DIME,R,Dipodomys,merriami
2019-06-10,2019,pre-monsoon,3,4,D5,DIME,N,Dipodomys,merriami
2019-06-10,2019,pre-monsoon,3,4,C1,DIME,R,Dipodomys,merriami
2019-06-10,2019,pre-monsoon,3,4,G9,ONTO,N,Onychomys,torridus
2019-06-10,2019,pre-monsoon,3,4,A10,ONTO,R,Onychomys,torridus
2019-06-10,2019,pre-monsoon,3,4,A3,ONTO,R,Onychomys,torridus
2019-06-10,2019,pre-monsoon,3,4,B9,ONTO,N,Onychomys,torridus
2019-06-10,2019,pre-monsoon,3,4,B2,ONTO,R,Onychomys,torridus
2019-06-10,2019,pre-monsoon,3,4,D8,PE,R,Peromyscus,sp.
2019-06-10,2019,pre-monsoon,3,4,A8,PE,R,Peromyscus,sp.
2019-06-10,2019,pre-monsoon,3,4,H10,PEER,R,Peromyscus,eremicus
2019-06-10,2019,pre-monsoon,3,4,H7,PEER,R,Peromyscus,eremicus
2019-06-10,2019,pre-monsoon,3,4,F9,PEER,R,Peromyscus,eremicus
2019-06-10,2019,pre-monsoon,3,4,E4,PEER,R,Peromyscus,eremicus
2019-06-10,2019,pre-monsoon,3,4,E6,PEER,R,Peromyscus,eremicus
2019-06-10,2019,pre-monsoon,3,4,G10,REFU,R,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,I10,REFU,R,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,F5,REFU,R,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,F3,REFU,R,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,F2,REFU,R,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,E10,REFU,R,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,D6,REFU,N,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,D3,REFU,N,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,D2,REFU,R,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,C8,REFU,,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,C3,REFU,,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,C2,REFU,N,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,A6,REFU,R,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,B7,REFU,R,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,B10,REFU,R,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,B3,REFU,R,Reithrodontomys,fulvescens
2019-06-10,2019,pre-monsoon,3,4,D4,SI,R,Sigmodon,sp.
2019-06-10,2019,pre-monsoon,3,4,D1,SI,N,Sigmodon,sp.
2019-06-10,2019,pre-monsoon,3,4,E7,SIOC,N,Sigmodon,ochrognathus
2019-06-10,2019,pre-monsoon,3,4,D10,SIOC,R,Sigmodon,ochrognathus
2019-06-10,2019,pre-monsoon,3,4,A5,SIOC,N,Sigmodon,ochrognathus
2019-06-11,2019,pre-monsoon,4,4,F8,BATA,R,Baiomys,taylori
2019-06-11,2019,pre-monsoon,4,4,I1,CHBA,R,Chaetodipus,baileyi
2019-06-11,2019,pre-monsoon,4,4,G3,CHPE,N,Chaetodipus,penicillatus
2019-06-11,2019,pre-monsoon,4,4,E9,CHPE,N,Chaetodipus,penicillatus
2019-06-11,2019,pre-monsoon,4,4,G8,DIME,R,Dipodomys,merriami
2019-06-11,2019,pre-monsoon,4,4,A10,ONTO,N,Onychomys,torridus
2019-06-11,2019,pre-monsoon,4,4,A2,ONTO,R,Onychomys,torridus
2019-06-11,2019,pre-monsoon,4,4,B2,ONTO,R,Onychomys,torridus
2019-06-11,2019,pre-monsoon,4,4,C10,ONTO,N,Onychomys,torridus
2019-06-11,2019,pre-monsoon,4,4,F1,ONTO,N,Onychomys,torridus
2019-06-11,2019,pre-monsoon,4,4,F9,PEER,R,Peromyscus,eremicus
2019-06-11,2019,pre-monsoon,4,4,E4,PEER,N,Peromyscus,eremicus
2019-06-11,2019,pre-monsoon,4,4,H3,PEER,R,Peromyscus,eremicus
2019-06-11,2019,pre-monsoon,4,4,G10,PEER,R,Peromyscus,eremicus
2019-06-11,2019,pre-monsoon,4,4,F10,PEER,R,Peromyscus,eremicus
2019-06-11,2019,pre-monsoon,4,4,E6,PEER,R,Peromyscus,eremicus
2019-06-11,2019,pre-monsoon,4,4,H10,PEER,R,Peromyscus,eremicus
2019-06-11,2019,pre-monsoon,4,4,A10,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,B6,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,B5,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,B4,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,C2,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,C3,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,D1,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,D6,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,H1,REFU,N,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,G1,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,G5,REFU,N,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,I2,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,I10,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,I9,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,F3,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,F7,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,F4,REFU,N,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,E10,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,E5,REFU,R,Reithrodontomys,fulvescens
2019-06-11,2019,pre-monsoon,4,4,B1,SI,R,Sigmodon,sp.
2019-06-11,2019,pre-monsoon,4,4,C1,SI,R,Sigmodon,sp.
2019-06-11,2019,pre-monsoon,4,4,D4,SI,N,Sigmodon,sp.
2019-06-11,2019,pre-monsoon,4,4,I5,SI,R,Sigmodon,sp.
2019-06-11,2019,pre-monsoon,4,4,F2,SI,R,Sigmodon,sp.
2019-06-11,2019,pre-monsoon,4,4,A8,SIOC,N,Sigmodon,ochrognathus
2019-06-11,2019,pre-monsoon,4,4,E7,SIOC,R,Sigmodon,ochrognathus
2019-08-10,2019,monsoon,1,4,C3,BATA,N,Baiomys,taylori
2019-08-10,2019,monsoon,1,4,C4,BATA,N,Baiomys,taylori
2019-08-10,2019,monsoon,1,4,E3,BATA,N,Baiomys,taylori
2019-08-10,2019,monsoon,1,4,F8,BATA,N,Baiomys,taylori
2019-08-10,2019,monsoon,1,4,G4,CHBA,N,Chaetodipus,baileyi
2019-08-10,2019,monsoon,1,4,E2,CHPE,N,Chaetodipus,penicillatus
2019-08-10,2019,monsoon,1,4,E4,CHPE,N,Chaetodipus,penicillatus
2019-08-10,2019,monsoon,1,4,E8,CHPE,N,Chaetodipus,penicillatus
2019-08-10,2019,monsoon,1,4,D7,DISP,N,Dipodomys,spectabilis
2019-08-10,2019,monsoon,1,4,F10,DISP,N,Dipodomys,spectabilis
2019-08-10,2019,monsoon,1,4,G7,DISP,N,Dipodomys,spectabilis
2019-08-10,2019,monsoon,1,4,E9,NEAL,N,Neotoma,albigula
2019-08-10,2019,monsoon,1,4,F1,ONTO,R,Onychomys,torridus
2019-08-10,2019,monsoon,1,4,G5,ONTO,N,Onychomys,torridus
2019-08-10,2019,monsoon,1,4,G9,ONTO,R,Onychomys,torridus
2019-08-10,2019,monsoon,1,4,E7,PEER,R,Peromyscus,eremicus
2019-08-10,2019,monsoon,1,4,F4,PEER,N,Peromyscus,eremicus
2019-08-10,2019,monsoon,1,4,H2,PEER,R,Peromyscus,eremicus
2019-08-10,2019,monsoon,1,4,A10,REFU,N,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,A3,REFU,N,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,B3,REFU,N,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,B4,REFU,N,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,C1,REFU,N,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,C8,REFU,N,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,D2,REFU,N,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,D4,REFU,R,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,E1,REFU,N,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,G3,REFU,N,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,I2,REFU,N,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,I5,REFU,N,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,I8,REFU,R,Reithrodontomys,fulvescens
2019-08-10,2019,monsoon,1,4,A8,SI,,Sigmodon,sp.
2019-08-10,2019,monsoon,1,4,E10,SI,N,Sigmodon,sp.
2019-08-12,2019,monsoon,2,4,A10,BATA,N,Baiomys,taylori
2019-08-12,2019,monsoon,2,4,C3,BATA,N,Baiomys,taylori
2019-08-12,2019,monsoon,2,4,D2,BATA,N,Baiomys,taylori
2019-08-12,2019,monsoon,2,4,E3,BATA,N,Baiomys,taylori
2019-08-12,2019,monsoon,2,4,E7,BATA,N,Baiomys,taylori
2019-08-12,2019,monsoon,2,4,F10,BATA,N,Baiomys,taylori
2019-08-12,2019,monsoon,2,4,F4,BATA,N,Baiomys,taylori
2019-08-12,2019,monsoon,2,4,F8,BATA,R,Baiomys,taylori
2019-08-12,2019,monsoon,2,4,G1,BATA,N,Baiomys,taylori
2019-08-12,2019,monsoon,2,4,E10,CHBA,N,Chaetodipus,baileyi
2019-08-12,2019,monsoon,2,4,D8,CHPE,N,Chaetodipus,penicillatus
2019-08-12,2019,monsoon,2,4,G2,CHPE,R,Chaetodipus,penicillatus
2019-08-12,2019,monsoon,2,4,D7,DISP,R,Dipodomys,spectabilis
2019-08-12,2019,monsoon,2,4,G8,ONTO,N,Onychomys,torridus
2019-08-12,2019,monsoon,2,4,H2,PEER,R,Peromyscus,eremicus
2019-08-12,2019,monsoon,2,4,B1,REFU,R,Reithrodontomys,fulvescens
2019-08-12,2019,monsoon,2,4,B9,REFU,N,Reithrodontomys,fulvescens
2019-08-12,2019,monsoon,2,4,C1,REFU,R,Reithrodontomys,fulvescens
2019-08-12,2019,monsoon,2,4,D1,REFU,R,Reithrodontomys,fulvescens
2019-08-12,2019,monsoon,2,4,D3,REFU,N,Reithrodontomys,fulvescens
2019-08-12,2019,monsoon,2,4,D5,REFU,R,Reithrodontomys,fulvescens
2019-08-12,2019,monsoon,2,4,E1,REFU,R,Reithrodontomys,fulvescens
2019-08-12,2019,monsoon,2,4,G3,REFU,R,Reithrodontomys,fulvescens
2019-08-12,2019,monsoon,2,4,I1,REFU,N,Reithrodontomys,fulvescens
2019-08-12,2019,monsoon,2,4,I1,REFU,R,Reithrodontomys,fulvescens
2019-08-12,2019,monsoon,2,4,I10,REFU,R,Reithrodontomys,fulvescens
2019-08-12,2019,monsoon,2,4,I7,REFU,R,Reithrodontomys,fulvescens
2019-08-12,2019,monsoon,2,4,I8,SIAR,N,Sigmodon,arizonae
2019-08-12,2019,monsoon,2,4,A9,SIOC,N,Sigmodon,ochrognathus
2019-08-12,2019,monsoon,2,4,B6,SIOC,N,Sigmodon,ochrognathus
2019-08-12,2019,monsoon,2,4,D9,SIOC,N,Sigmodon,ochrognathus
2019-08-13,2019,monsoon,3,4,A10,BATA,N,Baiomys,taylori
2019-08-13,2019,monsoon,3,4,B6,BATA,N,Baiomys,taylori
2019-08-13,2019,monsoon,3,4,C3,BATA,N,Baiomys,taylori
2019-08-13,2019,monsoon,3,4,D10,BATA,N,Baiomys,taylori
2019-08-13,2019,monsoon,3,4,D3,BATA,N,Baiomys,taylori
2019-08-13,2019,monsoon,3,4,E3,BATA,N,Baiomys,taylori
2019-08-13,2019,monsoon,3,4,E5,BATA,N,Baiomys,taylori
2019-08-13,2019,monsoon,3,4,F7,BATA,R,Baiomys,taylori
2019-08-13,2019,monsoon,3,4,F8,BATA,N,Baiomys,taylori
2019-08-13,2019,monsoon,3,4,B2,CHPE,N,Chaetodipus,penicillatus
2019-08-13,2019,monsoon,3,4,E8,CHPE,R,Chaetodipus,penicillatus
2019-08-13,2019,monsoon,3,4,G3,CHPE,N,Chaetodipus,penicillatus
2019-08-13,2019,monsoon,3,4,G6,CHPE,N,Chaetodipus,penicillatus
2019-08-13,2019,monsoon,3,4,D7,DISP,R,Dipodomys,spectabilis
2019-08-13,2019,monsoon,3,4,E4,PEER,R,Peromyscus,eremicus
2019-08-13,2019,monsoon,3,4,F6,PEER,N,Peromyscus,eremicus
2019-08-13,2019,monsoon,3,4,G5,PEER,N,Peromyscus,eremicus
2019-08-13,2019,monsoon,3,4,A2,REFU,N,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,A4,REFU,N,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,A7,REFU,N,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,B10,REFU,R,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,B3,REFU,N,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,B8,REFU,R,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,B9,REFU,R,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,C5,REFU,N,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,C6,REFU,N,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,C8,REFU,N,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,E1,REFU,R,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,E2,REFU,N,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,E9,REFU,N,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,H6,REFU,R,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,H7,REFU,N,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,I10,REFU,R,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,I2,REFU,N,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,I3,REFU,R,Reithrodontomys,fulvescens
2019-08-13,2019,monsoon,3,4,A5,SIOC,N,Sigmodon,ochrognathus
2019-08-13,2019,monsoon,3,4,B1,SIOC,R,Sigmodon,ochrognathus
2019-08-13,2019,monsoon,3,4,C4,SIOC,N,Sigmodon,ochrognathus
