"Date Time, GMT-07:00","Temp, °F","Event, units"
18-10-21 09:11:57.0,76.876,0.00
18-10-21 09:16:57.0,74.964,
18-10-21 09:21:57.0,74.271,
18-10-21 09:26:57.0,74.446,
18-10-21 09:31:57.0,74.098,
18-10-21 09:36:57.0,74.098,
18-10-21 09:41:57.0,74.446,
18-10-21 09:46:57.0,74.791,
18-10-21 09:51:57.0,75.484,
18-10-21 09:56:57.0,75.832,
18-10-21 10:01:57.0,76.528,
18-10-21 10:06:57.0,76.354,
18-10-21 10:11:57.0,75.659,
18-10-21 10:16:57.0,75.484,
18-10-21 10:21:57.0,76.354,
18-10-21 10:26:57.0,77.050,
18-10-21 10:31:57.0,77.574,
18-10-21 10:36:57.0,78.098,
18-10-21 10:41:57.0,78.274,
18-10-21 10:46:57.0,79.151,
18-10-21 10:51:57.0,79.326,
18-10-21 10:56:57.0,79.326,
18-10-21 11:01:57.0,79.502,
18-10-21 11:06:57.0,79.853,
18-10-21 11:11:57.0,80.559,
18-10-21 11:16:57.0,81.090,
18-10-21 11:21:57.0,81.090,
18-10-21 11:26:57.0,81.090,
18-10-21 11:31:57.0,81.442,
18-10-21 11:36:57.0,82.152,
18-10-21 11:41:57.0,82.508,
18-10-21 11:46:57.0,82.686,
18-10-21 11:51:57.0,83.399,
18-10-21 11:56:57.0,83.579,
18-10-21 12:01:57.0,84.295,
18-10-21 12:06:57.0,84.474,
18-10-21 12:11:57.0,85.014,
18-10-21 12:16:57.0,85.374,
18-10-21 12:21:57.0,85.014,
18-10-21 12:26:57.0,84.115,
18-10-21 12:31:57.0,83.399,
18-10-21 12:36:57.0,83.043,
18-10-21 12:41:57.0,82.330,
18-10-21 12:46:57.0,81.621,
18-10-21 12:51:57.0,81.090,
18-10-21 12:56:57.0,81.442,
18-10-21 13:01:57.0,83.043,
18-10-21 13:06:57.0,83.579,
18-10-21 13:11:57.0,83.579,
18-10-21 13:16:57.0,83.043,
18-10-21 13:21:57.0,83.221,
18-10-21 13:26:57.0,81.975,
18-10-21 13:31:57.0,81.621,
18-10-21 13:36:57.0,80.559,
18-10-21 13:41:57.0,79.853,
18-10-21 13:46:57.0,79.853,
18-10-21 13:51:57.0,81.266,
18-10-21 13:56:57.0,81.621,
18-10-21 14:01:57.0,81.975,
