"Date Time, GMT-07:00","Water Content, m³/m³ (SEN S/N: 20084300, LBL: West1)","Water Content, m³/m³ (SEN S/N: 20084302, LBL: East1)","Water Content, m³/m³ (SEN S/N: 20084303, LBL: East2)","Water Content, m³/m³ (SEN S/N: 20196321, LBL: West 2)"
17-11-26 13:48:29.0,0.0410,0.0352,0.0410,0.0395
17-11-26 13:58:29.0,0.0417,0.0352,0.0410,0.0402
17-11-26 14:08:29.0,0.0417,0.0352,0.0410,0.0402
17-11-26 14:18:29.0,0.0410,0.0359,0.0410,0.0402
17-11-26 14:28:29.0,0.0417,0.0359,0.0402,0.0402
17-11-26 14:38:29.0,0.0417,0.0359,0.0402,0.0402
17-11-26 14:48:29.0,0.0417,0.0359,0.0402,0.0402
17-11-26 14:58:29.0,0.0417,0.0359,0.0395,0.0402
17-11-26 15:08:29.0,0.0417,0.0352,0.0388,0.0402
17-11-26 15:18:29.0,0.0417,0.0352,0.0388,0.0402
17-11-26 15:28:29.0,0.0417,0.0352,0.0381,0.0402
17-11-26 15:38:29.0,0.0410,0.0344,0.0373,0.0395
17-11-26 15:48:29.0,0.0410,0.0337,0.0373,0.0388
17-11-26 15:58:29.0,0.0410,0.0330,0.0373,0.0381
17-11-26 16:08:29.0,0.0395,0.0330,0.0366,0.0373
17-11-26 16:18:29.0,0.0395,0.0322,0.0359,0.0366
17-11-26 16:28:29.0,0.0395,0.0322,0.0359,0.0359
17-11-26 16:38:29.0,0.0395,0.0308,0.0352,0.0352
17-11-26 16:48:29.0,0.0388,0.0308,0.0352,0.0352
17-11-26 16:58:29.0,0.0388,0.0308,0.0352,0.0344
17-11-26 17:08:29.0,0.0381,0.0301,0.0337,0.0344
17-11-26 17:18:29.0,0.0381,0.0301,0.0337,0.0344
17-11-26 17:28:29.0,0.0373,0.0293,0.0337,0.0337
17-11-26 17:38:29.0,0.0373,0.0286,0.0330,0.0337
17-11-26 17:48:29.0,0.0381,0.0286,0.0330,0.0337
17-11-26 17:58:29.0,0.0373,0.0286,0.0322,0.0330
17-11-26 18:08:29.0,0.0373,0.0279,0.0322,0.0322
17-11-26 18:18:29.0,0.0373,0.0279,0.0315,0.0322
17-11-26 18:28:29.0,0.0373,0.0279,0.0315,0.0322
17-11-26 18:38:29.0,0.0359,0.0272,0.0322,0.0322
17-11-26 18:48:29.0,0.0359,0.0272,0.0322,0.0322
17-11-26 18:58:29.0,0.0366,0.0272,0.0322,0.0322
17-11-26 19:08:29.0,0.0359,0.0264,0.0315,0.0315
17-11-26 19:18:29.0,0.0352,0.0264,0.0315,0.0315
17-11-26 19:28:29.0,0.0352,0.0264,0.0315,0.0315
17-11-26 19:38:29.0,0.0352,0.0257,0.0315,0.0308
17-11-26 19:48:29.0,0.0352,0.0257,0.0308,0.0308
17-11-26 19:58:29.0,0.0352,0.0257,0.0308,0.0308
17-11-26 20:08:29.0,0.0352,0.0257,0.0308,0.0308
17-11-26 20:18:29.0,0.0352,0.0257,0.0308,0.0308
17-11-26 20:28:29.0,0.0352,0.0257,0.0308,0.0308
17-11-26 20:38:29.0,0.0344,0.0250,0.0301,0.0301
17-11-26 20:48:29.0,0.0344,0.0250,0.0301,0.0301
17-11-26 20:58:29.0,0.0352,0.0250,0.0301,0.0308
17-11-26 21:08:29.0,0.0352,0.0250,0.0301,0.0308
17-11-26 21:18:29.0,0.0344,0.0250,0.0293,0.0301
17-11-26 21:28:29.0,0.0344,0.0250,0.0301,0.0301
17-11-26 21:38:29.0,0.0344,0.0243,0.0293,0.0301
17-11-26 21:48:29.0,0.0344,0.0243,0.0293,0.0301
17-11-26 21:58:29.0,0.0344,0.0250,0.0301,0.0293
17-11-26 22:08:29.0,0.0337,0.0250,0.0293,0.0293
17-11-26 22:18:29.0,0.0344,0.0243,0.0301,0.0293
17-11-26 22:28:29.0,0.0337,0.0243,0.0293,0.0293
17-11-26 22:38:29.0,0.0337,0.0243,0.0293,0.0293
17-11-26 22:48:29.0,0.0337,0.0243,0.0301,0.0293
17-11-26 22:58:29.0,0.0337,0.0243,0.0301,0.0293
17-11-26 23:08:29.0,0.0337,0.0243,0.0293,0.0293
17-11-26 23:18:29.0,0.0337,0.0243,0.0293,0.0293
17-11-26 23:28:29.0,0.0337,0.0243,0.0293,0.0293
17-11-26 23:38:29.0,0.0337,0.0235,0.0293,0.0293
17-11-26 23:48:29.0,0.0337,0.0243,0.0293,0.0293
17-11-26 23:58:29.0,0.0330,0.0235,0.0286,0.0286
17-11-27 00:08:29.0,0.0330,0.0235,0.0286,0.0293
17-11-27 00:18:29.0,0.0330,0.0235,0.0293,0.0286
17-11-27 00:28:29.0,0.0330,0.0228,0.0286,0.0293
17-11-27 00:38:29.0,0.0330,0.0235,0.0293,0.0286
17-11-27 00:48:29.0,0.0330,0.0235,0.0286,0.0293
17-11-27 00:58:29.0,0.0330,0.0235,0.0286,0.0286
17-11-27 01:08:29.0,0.0330,0.0235,0.0279,0.0286
17-11-27 01:18:29.0,0.0330,0.0235,0.0286,0.0286
17-11-27 01:28:29.0,0.0330,0.0228,0.0279,0.0286
17-11-27 01:38:29.0,0.0330,0.0228,0.0286,0.0286
17-11-27 01:48:29.0,0.0330,0.0235,0.0286,0.0286
17-11-27 01:58:29.0,0.0330,0.0235,0.0286,0.0286
17-11-27 02:08:29.0,0.0330,0.0228,0.0279,0.0286
17-11-27 02:18:29.0,0.0330,0.0228,0.0279,0.0286
17-11-27 02:28:29.0,0.0322,0.0228,0.0279,0.0286
17-11-27 02:38:29.0,0.0322,0.0228,0.0279,0.0286
17-11-27 02:48:29.0,0.0322,0.0228,0.0286,0.0286
17-11-27 02:58:29.0,0.0322,0.0221,0.0279,0.0286
17-11-27 03:08:29.0,0.0322,0.0214,0.0272,0.0279
17-11-27 03:18:29.0,0.0322,0.0228,0.0279,0.0286
17-11-27 03:28:29.0,0.0330,0.0235,0.0286,0.0286
17-11-27 03:38:29.0,0.0322,0.0228,0.0279,0.0286
17-11-27 03:48:29.0,0.0322,0.0228,0.0286,0.0286
17-11-27 03:58:29.0,0.0322,0.0221,0.0279,0.0279
17-11-27 04:08:29.0,0.0322,0.0228,0.0279,0.0286
17-11-27 04:18:29.0,0.0322,0.0221,0.0279,0.0286
17-11-27 04:28:29.0,0.0322,0.0228,0.0286,0.0286
17-11-27 04:38:29.0,0.0322,0.0228,0.0286,0.0286
17-11-27 04:48:29.0,0.0322,0.0221,0.0279,0.0286
17-11-27 04:58:29.0,0.0322,0.0228,0.0279,0.0286
17-11-27 05:08:29.0,0.0322,0.0228,0.0279,0.0286
17-11-27 05:18:29.0,0.0322,0.0214,0.0272,0.0286
17-11-27 05:28:29.0,0.0322,0.0228,0.0286,0.0286
17-11-27 05:38:29.0,0.0322,0.0221,0.0279,0.0286
17-11-27 05:48:29.0,0.0322,0.0228,0.0279,0.0279
17-11-27 05:58:29.0,0.0322,0.0221,0.0279,0.0279
17-11-27 06:08:29.0,0.0322,0.0221,0.0272,0.0279
17-11-27 06:18:29.0,0.0322,0.0214,0.0272,0.0279
17-11-27 06:28:29.0,0.0330,0.0221,0.0279,0.0279
17-11-27 06:38:29.0,0.0330,0.0214,0.0272,0.0279
17-11-27 06:48:29.0,0.0322,0.0214,0.0279,0.0279
17-11-27 06:58:29.0,0.0330,0.0214,0.0279,0.0279
17-11-27 07:08:29.0,0.0322,0.0221,0.0279,0.0279
17-11-27 07:18:29.0,0.0322,0.0221,0.0272,0.0279
17-11-27 07:28:29.0,0.0322,0.0221,0.0279,0.0279
17-11-27 07:38:29.0,0.0322,0.0221,0.0272,0.0279
17-11-27 07:48:29.0,0.0322,0.0221,0.0279,0.0279
17-11-27 07:58:29.0,0.0322,0.0221,0.0286,0.0286
17-11-27 08:08:29.0,0.0330,0.0221,0.0279,0.0293
17-11-27 08:18:29.0,0.0330,0.0221,0.0286,0.0293
17-11-27 08:28:29.0,0.0330,0.0228,0.0293,0.0293
17-11-27 08:38:29.0,0.0337,0.0235,0.0293,0.0301
17-11-27 08:48:29.0,0.0344,0.0243,0.0293,0.0301
17-11-27 08:58:29.0,0.0344,0.0250,0.0301,0.0301
17-11-27 09:08:29.0,0.0344,0.0257,0.0308,0.0308
17-11-27 09:18:29.0,0.0352,0.0257,0.0315,0.0308
17-11-27 09:28:29.0,0.0359,0.0279,0.0315,0.0315
17-11-27 09:38:29.0,0.0352,0.0272,0.0315,0.0322
17-11-27 09:48:29.0,0.0359,0.0279,0.0322,0.0330
17-11-27 09:58:29.0,0.0359,0.0286,0.0330,0.0337
17-11-27 10:08:29.0,0.0366,0.0293,0.0337,0.0337
17-11-27 10:18:29.0,0.0373,0.0308,0.0344,0.0337
17-11-27 10:28:29.0,0.0381,0.0315,0.0352,0.0344
17-11-27 10:38:29.0,0.0381,0.0308,0.0352,0.0344
17-11-27 10:48:29.0,0.0381,0.0315,0.0359,0.0344
17-11-27 10:58:29.0,0.0388,0.0322,0.0366,0.0352
17-11-27 11:08:29.0,0.0388,0.0330,0.0366,0.0352
17-11-27 11:18:29.0,0.0388,0.0322,0.0373,0.0359
17-11-27 11:28:29.0,0.0395,0.0330,0.0381,0.0359
17-11-27 11:38:29.0,0.0395,0.0330,0.0381,0.0366
17-11-27 11:48:29.0,0.0395,0.0330,0.0388,0.0366
17-11-27 11:58:29.0,0.0395,0.0337,0.0395,0.0366
17-11-27 12:08:29.0,0.0395,0.0330,0.0395,0.0366
17-11-27 12:18:29.0,0.0395,0.0337,0.0395,0.0366
17-11-27 12:28:29.0,0.0395,0.0337,0.0395,0.0366
17-11-27 12:38:29.0,0.0402,0.0337,0.0395,0.0373
17-11-27 12:48:29.0,0.0410,0.0337,0.0395,0.0373
17-11-27 12:58:29.0,0.0410,0.0337,0.0395,0.0381
17-11-27 13:08:29.0,0.0410,0.0337,0.0402,0.0381
17-11-27 13:18:29.0,0.0410,0.0337,0.0402,0.0381
17-11-27 13:28:29.0,0.0417,0.0337,0.0402,0.0388
17-11-27 13:38:29.0,0.0417,0.0337,0.0402,0.0388
17-11-27 13:48:29.0,0.0417,0.0337,0.0402,0.0388
17-11-27 13:58:29.0,0.0417,0.0330,0.0395,0.0388
17-11-27 14:08:29.0,0.0417,0.0337,0.0395,0.0395
17-11-27 14:18:29.0,0.0417,0.0337,0.0395,0.0395
17-11-27 14:28:29.0,0.0417,0.0337,0.0395,0.0395
17-11-27 14:38:29.0,0.0417,0.0337,0.0395,0.0395
17-11-27 14:48:29.0,0.0417,0.0337,0.0388,0.0395
17-11-27 14:58:29.0,0.0417,0.0330,0.0388,0.0395
17-11-27 15:08:29.0,0.0417,0.0330,0.0373,0.0395
17-11-27 15:18:29.0,0.0410,0.0330,0.0381,0.0388
17-11-27 15:28:29.0,0.0410,0.0322,0.0373,0.0388
17-11-27 15:38:29.0,0.0402,0.0322,0.0366,0.0381
17-11-27 15:48:29.0,0.0402,0.0322,0.0359,0.0373
17-11-27 15:58:29.0,0.0402,0.0322,0.0352,0.0366
17-11-27 16:08:29.0,0.0402,0.0322,0.0352,0.0366
17-11-27 16:18:29.0,0.0395,0.0308,0.0352,0.0359
17-11-27 16:28:29.0,0.0395,0.0301,0.0352,0.0352
17-11-27 16:38:29.0,0.0388,0.0301,0.0344,0.0352
17-11-27 16:48:29.0,0.0388,0.0301,0.0344,0.0344
17-11-27 16:58:29.0,0.0381,0.0301,0.0344,0.0344
17-11-27 17:08:29.0,0.0381,0.0293,0.0337,0.0344
17-11-27 17:18:29.0,0.0381,0.0293,0.0337,0.0337
17-11-27 17:28:29.0,0.0366,0.0286,0.0330,0.0337
17-11-27 17:38:29.0,0.0366,0.0279,0.0322,0.0337
17-11-27 17:48:29.0,0.0373,0.0279,0.0322,0.0330
17-11-27 17:58:29.0,0.0373,0.0272,0.0315,0.0322
17-11-27 18:08:29.0,0.0366,0.0272,0.0315,0.0322
17-11-27 18:18:29.0,0.0366,0.0272,0.0315,0.0322
17-11-27 18:28:29.0,0.0366,0.0272,0.0315,0.0322
17-11-27 18:38:29.0,0.0359,0.0264,0.0322,0.0315
17-11-27 18:48:29.0,0.0359,0.0272,0.0315,0.0315
17-11-27 18:58:29.0,0.0359,0.0264,0.0315,0.0315
17-11-27 19:08:29.0,0.0359,0.0264,0.0315,0.0315
17-11-27 19:18:29.0,0.0359,0.0264,0.0315,0.0315
17-11-27 19:28:29.0,0.0359,0.0264,0.0315,0.0315
17-11-27 19:38:29.0,0.0359,0.0264,0.0315,0.0315
17-11-27 19:48:29.0,0.0359,0.0264,0.0315,0.0315
17-11-27 19:58:29.0,0.0359,0.0257,0.0315,0.0315
17-11-27 20:08:29.0,0.0352,0.0257,0.0315,0.0308
17-11-27 20:18:29.0,0.0352,0.0257,0.0308,0.0308
17-11-27 20:28:29.0,0.0344,0.0257,0.0308,0.0308
17-11-27 20:38:29.0,0.0352,0.0250,0.0308,0.0308
17-11-27 20:48:29.0,0.0352,0.0257,0.0308,0.0308
17-11-27 20:58:29.0,0.0352,0.0250,0.0308,0.0308
17-11-27 21:08:29.0,0.0352,0.0250,0.0308,0.0308
17-11-27 21:18:29.0,0.0352,0.0250,0.0308,0.0308
17-11-27 21:28:29.0,0.0352,0.0250,0.0308,0.0315
17-11-27 21:38:29.0,0.0352,0.0257,0.0308,0.0315
17-11-27 21:48:29.0,0.0352,0.0257,0.0315,0.0315
17-11-27 21:58:29.0,0.0352,0.0257,0.0308,0.0315
17-11-27 22:08:29.0,0.0352,0.0250,0.0315,0.0315
17-11-27 22:18:29.0,0.0352,0.0257,0.0315,0.0315
17-11-27 22:28:29.0,0.0352,0.0257,0.0308,0.0315
17-11-27 22:38:29.0,0.0352,0.0250,0.0308,0.0315
17-11-27 22:48:29.0,0.0352,0.0250,0.0308,0.0308
17-11-27 22:58:29.0,0.0344,0.0250,0.0301,0.0301
17-11-27 23:08:29.0,0.0337,0.0243,0.0301,0.0301
17-11-27 23:18:29.0,0.0337,0.0243,0.0293,0.0293
17-11-27 23:28:29.0,0.0344,0.0243,0.0301,0.0301
17-11-27 23:38:29.0,0.0344,0.0243,0.0301,0.0301
17-11-27 23:48:29.0,0.0344,0.0243,0.0301,0.0301
17-11-27 23:58:29.0,0.0337,0.0235,0.0293,0.0301
17-11-28 00:08:29.0,0.0337,0.0235,0.0301,0.0293
17-11-28 00:18:29.0,0.0337,0.0235,0.0293,0.0293
17-11-28 00:28:29.0,0.0337,0.0243,0.0293,0.0293
17-11-28 00:38:29.0,0.0337,0.0235,0.0293,0.0293
17-11-28 00:48:29.0,0.0337,0.0235,0.0293,0.0293
17-11-28 00:58:29.0,0.0337,0.0235,0.0293,0.0293
17-11-28 01:08:29.0,0.0337,0.0235,0.0286,0.0293
17-11-28 01:18:29.0,0.0337,0.0235,0.0293,0.0293
17-11-28 01:28:29.0,0.0330,0.0228,0.0279,0.0286
17-11-28 01:38:29.0,0.0330,0.0235,0.0286,0.0286
17-11-28 01:48:29.0,0.0330,0.0235,0.0293,0.0286
17-11-28 01:58:29.0,0.0330,0.0235,0.0293,0.0286
17-11-28 02:08:29.0,0.0330,0.0228,0.0286,0.0286
17-11-28 02:18:29.0,0.0330,0.0228,0.0279,0.0286
17-11-28 02:28:29.0,0.0322,0.0228,0.0286,0.0286
17-11-28 02:38:29.0,0.0322,0.0228,0.0279,0.0279
17-11-28 02:48:29.0,0.0322,0.0228,0.0279,0.0279
17-11-28 02:58:29.0,0.0322,0.0221,0.0272,0.0286
17-11-28 03:08:29.0,0.0330,0.0221,0.0279,0.0279
17-11-28 03:18:29.0,0.0330,0.0214,0.0272,0.0279
17-11-28 03:28:29.0,0.0330,0.0214,0.0272,0.0279
17-11-28 03:38:29.0,0.0330,0.0214,0.0272,0.0279
17-11-28 03:48:29.0,0.0330,0.0214,0.0272,0.0279
17-11-28 03:58:29.0,0.0315,0.0214,0.0272,0.0279
17-11-28 04:08:29.0,0.0330,0.0214,0.0279,0.0279
17-11-28 04:18:29.0,0.0322,0.0214,0.0272,0.0279
17-11-28 04:28:29.0,0.0330,0.0214,0.0272,0.0279
17-11-28 04:38:29.0,0.0330,0.0214,0.0279,0.0279
17-11-28 04:48:29.0,0.0330,0.0214,0.0272,0.0279
17-11-28 04:58:29.0,0.0322,0.0214,0.0272,0.0279
17-11-28 05:08:29.0,0.0315,0.0214,0.0272,0.0279
17-11-28 05:18:29.0,0.0315,0.0214,0.0272,0.0279
17-11-28 05:28:29.0,0.0315,0.0214,0.0272,0.0279
17-11-28 05:38:29.0,0.0322,0.0214,0.0272,0.0279
17-11-28 05:48:29.0,0.0315,0.0221,0.0272,0.0279
17-11-28 05:58:29.0,0.0315,0.0221,0.0279,0.0279
17-11-28 06:08:29.0,0.0315,0.0221,0.0272,0.0279
17-11-28 06:18:29.0,0.0315,0.0221,0.0279,0.0279
17-11-28 06:28:29.0,0.0315,0.0221,0.0272,0.0279
17-11-28 06:38:29.0,0.0315,0.0221,0.0279,0.0279
17-11-28 06:48:29.0,0.0315,0.0214,0.0264,0.0279
17-11-28 06:58:29.0,0.0315,0.0214,0.0272,0.0279
17-11-28 07:08:29.0,0.0322,0.0206,0.0272,0.0279
17-11-28 07:18:29.0,0.0322,0.0206,0.0272,0.0279
17-11-28 07:28:29.0,0.0322,0.0214,0.0279,0.0279
17-11-28 07:38:29.0,0.0315,0.0214,0.0272,0.0279
17-11-28 07:48:29.0,0.0315,0.0214,0.0272,0.0279
17-11-28 07:58:29.0,0.0315,0.0214,0.0272,0.0279
17-11-28 08:08:29.0,0.0315,0.0221,0.0279,0.0286
17-11-28 08:18:29.0,0.0322,0.0221,0.0279,0.0286
17-11-28 08:28:29.0,0.0322,0.0221,0.0286,0.0293
17-11-28 08:38:29.0,0.0322,0.0221,0.0279,0.0286
17-11-28 08:48:29.0,0.0330,0.0228,0.0286,0.0286
17-11-28 08:58:29.0,0.0322,0.0228,0.0286,0.0286
17-11-28 09:08:29.0,0.0330,0.0243,0.0293,0.0286
17-11-28 09:18:29.0,0.0330,0.0243,0.0293,0.0293
17-11-28 09:28:29.0,0.0337,0.0250,0.0301,0.0301
17-11-28 09:38:29.0,0.0337,0.0257,0.0301,0.0301
17-11-28 09:48:29.0,0.0344,0.0264,0.0308,0.0308
17-11-28 09:58:29.0,0.0344,0.0272,0.0315,0.0308
17-11-28 10:08:29.0,0.0344,0.0272,0.0315,0.0315
17-11-28 10:18:29.0,0.0344,0.0272,0.0315,0.0315
17-11-28 10:28:29.0,0.0344,0.0279,0.0322,0.0315
17-11-28 10:38:29.0,0.0359,0.0279,0.0330,0.0315
17-11-28 10:48:29.0,0.0359,0.0293,0.0337,0.0322
17-11-28 10:58:29.0,0.0359,0.0293,0.0337,0.0322
17-11-28 11:08:29.0,0.0373,0.0301,0.0352,0.0330
17-11-28 11:18:29.0,0.0366,0.0301,0.0344,0.0330
17-11-28 11:28:29.0,0.0366,0.0301,0.0344,0.0330
17-11-28 11:38:29.0,0.0373,0.0301,0.0344,0.0330
17-11-28 11:48:29.0,0.0373,0.0301,0.0352,0.0337
17-11-28 11:58:29.0,0.0373,0.0315,0.0359,0.0344
17-11-28 12:08:29.0,0.0381,0.0315,0.0366,0.0344
17-11-28 12:18:29.0,0.0373,0.0315,0.0366,0.0344
17-11-28 12:28:29.0,0.0381,0.0315,0.0373,0.0344
17-11-28 12:38:29.0,0.0381,0.0322,0.0373,0.0352
17-11-28 12:48:29.0,0.0381,0.0315,0.0373,0.0352
17-11-28 12:58:29.0,0.0381,0.0315,0.0373,0.0352
17-11-28 13:08:29.0,0.0388,0.0315,0.0373,0.0359
17-11-28 13:18:29.0,0.0388,0.0315,0.0373,0.0359
17-11-28 13:28:29.0,0.0381,0.0308,0.0373,0.0359
17-11-28 13:38:29.0,0.0388,0.0308,0.0366,0.0359
17-11-28 13:48:29.0,0.0388,0.0315,0.0366,0.0359
17-11-28 13:58:29.0,0.0388,0.0315,0.0366,0.0359
17-11-28 14:08:29.0,0.0395,0.0315,0.0366,0.0366
17-11-28 14:18:29.0,0.0395,0.0315,0.0366,0.0366
17-11-28 14:28:29.0,0.0395,0.0315,0.0366,0.0366
17-11-28 14:38:29.0,0.0388,0.0308,0.0359,0.0359
17-11-28 14:48:29.0,0.0388,0.0315,0.0359,0.0359
17-11-28 14:58:29.0,0.0388,0.0315,0.0359,0.0359
17-11-28 15:08:29.0,0.0388,0.0308,0.0352,0.0359
17-11-28 15:18:29.0,0.0388,0.0301,0.0352,0.0359
17-11-28 15:28:29.0,0.0388,0.0301,0.0352,0.0352
17-11-28 15:38:29.0,0.0381,0.0308,0.0344,0.0352
17-11-28 15:48:29.0,0.0381,0.0301,0.0344,0.0352
17-11-28 15:58:29.0,0.0381,0.0301,0.0344,0.0344
17-11-28 16:08:29.0,0.0373,0.0293,0.0344,0.0344
17-11-28 16:18:29.0,0.0373,0.0293,0.0337,0.0337
17-11-28 16:28:29.0,0.0366,0.0286,0.0330,0.0330
17-11-28 16:38:29.0,0.0359,0.0279,0.0322,0.0330
17-11-28 16:48:29.0,0.0359,0.0279,0.0322,0.0330
17-11-28 16:58:29.0,0.0366,0.0279,0.0315,0.0322
17-11-28 17:08:29.0,0.0366,0.0272,0.0315,0.0322
17-11-28 17:18:29.0,0.0359,0.0272,0.0315,0.0315
17-11-28 17:28:29.0,0.0352,0.0264,0.0315,0.0308
17-11-28 17:38:29.0,0.0352,0.0264,0.0315,0.0308
17-11-28 17:48:29.0,0.0344,0.0264,0.0308,0.0308
17-11-28 17:58:29.0,0.0344,0.0257,0.0308,0.0308
17-11-28 18:08:29.0,0.0344,0.0250,0.0308,0.0301
17-11-28 18:18:29.0,0.0344,0.0250,0.0308,0.0301
17-11-28 18:28:29.0,0.0344,0.0250,0.0308,0.0301
17-11-28 18:38:29.0,0.0344,0.0250,0.0301,0.0301
17-11-28 18:48:29.0,0.0337,0.0250,0.0301,0.0301
17-11-28 18:58:29.0,0.0337,0.0250,0.0301,0.0301
17-11-28 19:08:29.0,0.0344,0.0243,0.0293,0.0301
17-11-28 19:18:29.0,0.0337,0.0250,0.0301,0.0301
17-11-28 19:28:29.0,0.0337,0.0243,0.0301,0.0301
17-11-28 19:38:29.0,0.0337,0.0243,0.0293,0.0293
17-11-28 19:48:29.0,0.0337,0.0243,0.0293,0.0293
17-11-28 19:58:29.0,0.0330,0.0243,0.0293,0.0293
17-11-28 20:08:29.0,0.0330,0.0243,0.0293,0.0293
17-11-28 20:18:29.0,0.0322,0.0243,0.0293,0.0286
17-11-28 20:28:29.0,0.0330,0.0235,0.0293,0.0286
17-11-28 20:38:29.0,0.0330,0.0235,0.0286,0.0286
17-11-28 20:48:29.0,0.0330,0.0235,0.0293,0.0286
17-11-28 20:58:29.0,0.0330,0.0235,0.0293,0.0286
17-11-28 21:08:29.0,0.0330,0.0228,0.0279,0.0286
17-11-28 21:18:29.0,0.0322,0.0228,0.0279,0.0286
17-11-28 21:28:29.0,0.0322,0.0235,0.0286,0.0286
17-11-28 21:38:29.0,0.0322,0.0228,0.0279,0.0286
17-11-28 21:48:29.0,0.0322,0.0228,0.0286,0.0279
17-11-28 21:58:29.0,0.0322,0.0221,0.0279,0.0286
17-11-28 22:08:29.0,0.0322,0.0235,0.0286,0.0286
17-11-28 22:18:29.0,0.0322,0.0228,0.0286,0.0286
17-11-28 22:28:29.0,0.0322,0.0221,0.0279,0.0286
17-11-28 22:38:29.0,0.0322,0.0228,0.0279,0.0286
17-11-28 22:48:29.0,0.0322,0.0228,0.0279,0.0279
17-11-28 22:58:29.0,0.0322,0.0228,0.0279,0.0279
17-11-28 23:08:29.0,0.0322,0.0228,0.0279,0.0286
17-11-28 23:18:29.0,0.0322,0.0228,0.0279,0.0286
17-11-28 23:28:29.0,0.0322,0.0221,0.0279,0.0279
17-11-28 23:38:29.0,0.0315,0.0221,0.0279,0.0279
17-11-28 23:48:29.0,0.0322,0.0221,0.0272,0.0279
17-11-28 23:58:29.0,0.0315,0.0221,0.0279,0.0286
17-11-29 00:08:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 00:18:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 00:28:29.0,0.0322,0.0228,0.0286,0.0279
17-11-29 00:38:29.0,0.0322,0.0221,0.0272,0.0279
17-11-29 00:48:29.0,0.0322,0.0214,0.0272,0.0286
17-11-29 00:58:29.0,0.0315,0.0221,0.0279,0.0286
17-11-29 01:08:29.0,0.0322,0.0221,0.0279,0.0279
17-11-29 01:18:29.0,0.0322,0.0228,0.0279,0.0279
17-11-29 01:28:29.0,0.0315,0.0214,0.0272,0.0286
17-11-29 01:38:29.0,0.0315,0.0214,0.0264,0.0279
17-11-29 01:48:29.0,0.0322,0.0221,0.0272,0.0279
17-11-29 01:58:29.0,0.0315,0.0214,0.0272,0.0286
17-11-29 02:08:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 02:18:29.0,0.0315,0.0228,0.0286,0.0279
17-11-29 02:28:29.0,0.0315,0.0221,0.0279,0.0279
17-11-29 02:38:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 02:48:29.0,0.0315,0.0206,0.0264,0.0279
17-11-29 02:58:29.0,0.0315,0.0221,0.0272,0.0279
17-11-29 03:08:29.0,0.0315,0.0221,0.0279,0.0279
17-11-29 03:18:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 03:28:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 03:38:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 03:48:29.0,0.0315,0.0221,0.0279,0.0279
17-11-29 03:58:29.0,0.0315,0.0221,0.0272,0.0279
17-11-29 04:08:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 04:18:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 04:28:29.0,0.0315,0.0221,0.0279,0.0279
17-11-29 04:38:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 04:48:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 04:58:29.0,0.0315,0.0214,0.0264,0.0279
17-11-29 05:08:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 05:18:29.0,0.0315,0.0206,0.0272,0.0279
17-11-29 05:28:29.0,0.0315,0.0221,0.0279,0.0279
17-11-29 05:38:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 05:48:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 05:58:29.0,0.0315,0.0206,0.0264,0.0279
17-11-29 06:08:29.0,0.0315,0.0214,0.0279,0.0279
17-11-29 06:18:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 06:28:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 06:38:29.0,0.0315,0.0214,0.0272,0.0272
17-11-29 06:48:29.0,0.0308,0.0214,0.0272,0.0272
17-11-29 06:58:29.0,0.0315,0.0214,0.0272,0.0272
17-11-29 07:08:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 07:18:29.0,0.0315,0.0214,0.0272,0.0272
17-11-29 07:28:29.0,0.0315,0.0214,0.0272,0.0279
17-11-29 07:38:29.0,0.0315,0.0214,0.0279,0.0286
17-11-29 07:48:29.0,0.0315,0.0214,0.0279,0.0286
17-11-29 07:58:29.0,0.0315,0.0214,0.0272,0.0286
17-11-29 08:08:29.0,0.0322,0.0221,0.0279,0.0286
17-11-29 08:18:29.0,0.0322,0.0214,0.0279,0.0293
17-11-29 08:28:29.0,0.0330,0.0228,0.0286,0.0293
17-11-29 08:38:29.0,0.0330,0.0228,0.0293,0.0293
17-11-29 08:48:29.0,0.0330,0.0235,0.0293,0.0301
17-11-29 08:58:29.0,0.0337,0.0235,0.0293,0.0301
17-11-29 09:08:29.0,0.0337,0.0243,0.0301,0.0301
17-11-29 09:18:29.0,0.0344,0.0250,0.0308,0.0308
17-11-29 09:28:29.0,0.0352,0.0257,0.0301,0.0308
